Term Name,Label,Term IRI,Term version IRI,Modified,Definition,Type,Used,Note,Replacement
dwc:occurrenceMeasurementRemarks,Occurrence Measurement Remarks,http://rs.tdwg.org/dwc/terms/occurrenceMeasurementRemarks,http://rs.tdwg.org/dwc/terms/version/occurrenceMeasurementRemarks-2009-04-24,2009-10-09,Comments or notes accompanying the measurement or characteristic of the occurrence.,Property,False,This term is no longer recommended for use.,
dwc:occurrenceMeasurementType,Occurrence Measurement Type,http://rs.tdwg.org/dwc/terms/occurrenceMeasurementType,http://rs.tdwg.org/dwc/terms/version/occurrenceMeasurementType-2009-04-24,2009-10-09,The nature of the measurement or characteristic of the occurrence. Recommended best practice is to use a controlled vocabulary.,Property,False,This term is no longer recommended for use.,http://rs.tdwg.org/dwc/terms/SampleAttributeType
dwc:occurrenceMeasurementUnit,Occurrence Measurement Unit,http://rs.tdwg.org/dwc/terms/occurrenceMeasurementUnit,http://rs.tdwg.org/dwc/terms/version/occurrenceMeasurementUnit-2009-04-24,2009-10-09,The units for the value of the measurement or characteristic of the occurrence. Recommended best practice is to use International System of Units (SI) units.,Property,False,This term is no longer recommended for use.,http://rs.tdwg.org/dwc/terms/SampleAttributeUnit
dwc:occurrenceMeasurementValue,Occurrence Measurement Value,http://rs.tdwg.org/dwc/terms/occurrenceMeasurementValue,http://rs.tdwg.org/dwc/terms/version/occurrenceMeasurementValue-2009-04-24,2009-10-09,The value of the measurement or characteristic of the occurrence.,Property,False,This term is no longer recommended for use.,http://rs.tdwg.org/dwc/terms/SampleAttributeValue
dwc:occurrenceRemarks,Occurrence Remarks,http://rs.tdwg.org/dwc/terms/occurrenceRemarks,http://rs.tdwg.org/dwc/terms/version/occurrenceRemarks-2023-06-28,2023-06-28,Comments or notes about the dwc:Occurrence.,Property,True,Type:,http://rs.tdwg.org/dwc/terms/SampleRemarks
dwc:occurrenceStatus,Occurrence Status,http://rs.tdwg.org/dwc/terms/occurrenceStatus,http://rs.tdwg.org/dwc/terms/version/occurrenceStatus-2023-06-28,2023-06-28,A statement about the presence or absence of a dwc:Taxon at a dcterms:Location.,Property,True,,
dwc:order,Order,http://rs.tdwg.org/dwc/terms/order,http://rs.tdwg.org/dwc/terms/version/order-2023-06-28,2023-06-28,The full scientific name of the order in which the dwc:Taxon is classified.,Property,True,,http://rs.tdwg.org/dwc/dwcore/Order
dwc:organismID,Organism ID,http://rs.tdwg.org/dwc/terms/organismID,http://rs.tdwg.org/dwc/terms/version/organismID-2023-06-28,2023-06-28,An identifier for the dwc:Organism instance (as opposed to a particular digital record of the dwc:Organism). May be a globally unique identifier or an identifier specific to the data set.,Property,True,,http://rs.tdwg.org/dwc/terms/individualID
dwc:organismName,Type:,http://rs.tdwg.org/dwc/terms/organismName,http://rs.tdwg.org/dwc/terms/version/organismName-2023-06-28,2023-06-28,A textual name or label assigned to a dwc:Organism instance.,Property,True,,
dwc:organismQuantity,Organism Quantity,http://rs.tdwg.org/dwc/terms/organismQuantity,http://rs.tdwg.org/dwc/terms/version/organismQuantity-2023-06-28,2023-06-28,A number or enumeration value for the quantity of dwc:Organisms.,Property,True,,
dwc:organismQuantityType,Organism Quantity Type,http://rs.tdwg.org/dwc/terms/organismQuantityType,http://rs.tdwg.org/dwc/terms/version/organismQuantityType-2023-06-28,2023-06-28,The type of quantification system used for the quantity of dwc:Organisms.,Property,True,,
dwc:organismRemarks,Organism Remarks,http://rs.tdwg.org/dwc/terms/organismRemarks,http://rs.tdwg.org/dwc/terms/version/organismRemarks-2023-06-28,2023-06-28,Comments or notes about the dwc:Organism instance.,Property,True,Type:,
dwc:organismScope,Organism Scope,http://rs.tdwg.org/dwc/terms/organismScope,http://rs.tdwg.org/dwc/terms/version/organismScope-2023-06-28,2023-06-28,A description of the kind of dwc:Organism instance. Can be used to indicate whether the dwc:Organism instance represents a discrete organism or if it represents a particular type of aggregation.,Property,True,,
dwc:originalNameUsage,Original Name Usage,http://rs.tdwg.org/dwc/terms/originalNameUsage,http://rs.tdwg.org/dwc/terms/version/originalNameUsage-2023-06-28,2023-06-28,"The taxon name, with authorship and date information if known, as it originally appeared when first established under the rules of the associated dwc:nomenclaturalCode. The basionym (botany) or basonym (bacteriology) of the dwc:scientificName or the senior/earlier homonym for replaced names.",Property,True,,http://rs.tdwg.org/dwc/terms/basionym
dwc:originalNameUsageID,Original Name Usage ID,http://rs.tdwg.org/dwc/terms/originalNameUsageID,http://rs.tdwg.org/dwc/terms/version/originalNameUsageID-2023-06-28,2023-06-28,An identifier for the name usage (documented meaning of the name according to a source) in which the terminal element of the dwc:scientificName was originally established under the rules of the associated dwc:nomenclaturalCode.,Property,True,,http://rs.tdwg.org/dwc/terms/basionymID
dwc:otherCatalogNumbers,Other Catalog Numbers,http://rs.tdwg.org/dwc/terms/otherCatalogNumbers,http://rs.tdwg.org/dwc/terms/version/otherCatalogNumbers-2023-06-28,2023-06-28,"A list (concatenated and separated) of previous or alternate fully qualified catalog numbers or other human-used identifiers for the same dwc:Occurrence, whether in the current or any other data set or collection.",Property,Type:,,http://rs.tdwg.org/dwc/curatorial/OtherCatalogNumbers
dwc:ownerInstitutionCode,Owner Institution Code,http://rs.tdwg.org/dwc/terms/ownerInstitutionCode,http://rs.tdwg.org/dwc/terms/version/ownerInstitutionCode-2023-06-28,2023-06-28,The name (or acronym) in use by the institution having ownership of the object(s) or information referred to in the record.,Property,True,,
dwc:parentEventID,Parent Event ID,http://rs.tdwg.org/dwc/terms/parentEventID,http://rs.tdwg.org/dwc/terms/version/parentEventID-2023-06-28,2023-06-28,An identifier for the broader dwc:Event that groups this and potentially other dwc:Events.,Property,True,,
dwc:parentMeasurementID,Parent Measurement ID,http://rs.tdwg.org/dwc/terms/parentMeasurementID,http://rs.tdwg.org/dwc/terms/version/parentMeasurementID-2023-06-28,2023-06-28,An identifier for a broader dwc:MeasurementOrFact that groups this and potentially other dwc:MeasurementOrFacts.,Property,True,,
dwc:parentNameUsage,Parent Name Usage,http://rs.tdwg.org/dwc/terms/parentNameUsage,http://rs.tdwg.org/dwc/terms/version/parentNameUsage-2023-06-28,2023-06-28,"The full name, with authorship and date information if known, of the direct, most proximate higher-rank parent dwc:Taxon (in a classification) of the most specific element of the dwc:scientificName.",Property,True,,
dwc:parentNameUsageID,Parent Name Usage ID,http://rs.tdwg.org/dwc/terms/parentNameUsageID,http://rs.tdwg.org/dwc/terms/version/parentNameUsageID-2023-06-28,2023-06-28,"An identifier for the name usage (documented meaning of the name according to a source) of the direct, most proximate higher-rank parent taxon (in a classification) of the most specific element of the dwc:scientificName.",Property,True,,http://rs.tdwg.org/dwc/terms/higherTaxonNameID
dwc:pathway,Pathway,http://rs.tdwg.org/dwc/terms/pathway,http://rs.tdwg.org/dwc/terms/version/pathway-2023-06-28,2023-06-28,The process by which a dwc:Organism came to be in a given place at a given time.,Property,True,,
dwc:phylum,Phylum,http://rs.tdwg.org/dwc/terms/phylum,http://rs.tdwg.org/dwc/terms/version/phylum-2023-06-28,2023-06-28,The full scientific name of the phylum or division in which the dwc:Taxon is classified.,Property,True,,http://rs.tdwg.org/dwc/dwcore/Phylum
dwc:pointRadiusSpatialFit,Point Radius Spatial Fit,http://rs.tdwg.org/dwc/terms/pointRadiusSpatialFit,http://rs.tdwg.org/dwc/terms/version/pointRadiusSpatialFit-2023-06-28,2023-06-28,"The ratio of the area of the point-radius (dwc:decimalLatitude, dwc:decimalLongitude, dwc:coordinateUncertaintyInMeters) to the area of the true (original, or most specific) spatial representation of the dcterms:Location. Legal values are 0, greater than or equal to 1, or undefined. A value of 1 is an exact match or 100% overlap. A value of 0 should be used if the given point-radius does not completely contain the original representation. The dwc:pointRadiusSpatialFit is undefined (and should be left empty) if the original representation is any geometry without area (e.g., a point or polyline) and without uncertainty and the given georeference is not that same geometry (without uncertainty). If both the original and the given georeference are the same point, the dwc:pointRadiusSpatialFit is 1.",Property,Type:,,http://rs.tdwg.org/dwc/geospatial/PointRadiusSpatialFit
dwc:preparations,Preparations,http://rs.tdwg.org/dwc/terms/preparations,http://rs.tdwg.org/dwc/terms/version/preparations-2023-06-28,2023-06-28,A list (concatenated and separated) of preparations and preservation methods for a specimen.,Property,True,,http://rs.tdwg.org/dwc/curatorial/Preparations
dwc:previousIdentifications,Previous Identifications,http://rs.tdwg.org/dwc/terms/previousIdentifications,http://rs.tdwg.org/dwc/terms/version/previousIdentifications-2023-06-28,2023-06-28,A list (concatenated and separated) of previous assignments of names to the dwc:Organism.,Property,True,,http://rs.tdwg.org/dwc/terms/PreviousIdentifications
dwc:recordNumber,Record Number,http://rs.tdwg.org/dwc/terms/recordNumber,http://rs.tdwg.org/dwc/terms/version/recordNumber-2023-06-28,2023-06-28,"An identifier given to the dwc:Occurrence at the time it was recorded. Often serves as a link between field notes and a dwc:Occurrence record, such as a specimen collector's number.",Property,True,Type:,http://rs.tdwg.org/dwc/curatorial/CollectorNumber
dwc:recordedBy,Recorded By,http://rs.tdwg.org/dwc/terms/recordedBy,http://rs.tdwg.org/dwc/terms/version/recordedBy-2023-06-28,2023-06-28,"A list (concatenated and separated) of names of people, groups, or organizations responsible for recording the original dwc:Occurrence. The primary collector or observer, especially one who applies a personal identifier (dwc:recordNumber), should be listed first.",Property,True,,http://rs.tdwg.org/dwc/dwcore/Collector
dwc:recordedByID,Recorded By ID,http://rs.tdwg.org/dwc/terms/recordedByID,http://rs.tdwg.org/dwc/terms/version/recordedByID-2023-06-28,2023-06-28,"A list (concatenated and separated) of the globally unique identifier for the person, people, groups, or organizations responsible for recording the original dwc:Occurrence.",Property,True,,
dwc:relatedResourceID,Related Resource ID,http://rs.tdwg.org/dwc/terms/relatedResourceID,http://rs.tdwg.org/dwc/terms/version/relatedResourceID-2018-09-06,2018-09-06,"An identifier for a related resource (the object, rather than the subject of the relationship).",Property,True,,
dwc:relatedResourceType,Related Resource Type,http://rs.tdwg.org/dwc/terms/relatedResourceType,http://rs.tdwg.org/dwc/terms/version/relatedResourceType-2009-04-24,2009-10-09,The type of the related resource. Recommended best practice is to use a controlled vocabulary.,Property,False,This term is no longer recommended for use.,
dwc:relationshipAccordingTo,Relationship According To,http://rs.tdwg.org/dwc/terms/relationshipAccordingTo,http://rs.tdwg.org/dwc/terms/version/relationshipAccordingTo-2018-09-06,2018-09-06,"The source (person, organization, publication, reference) establishing the relationship between the two resources.",Property,True,,
dwc:relationshipEstablishedDate,Relationship Established Date,http://rs.tdwg.org/dwc/terms/relationshipEstablishedDate,http://rs.tdwg.org/dwc/terms/version/relationshipEstablishedDate-2023-06-28,2023-06-28,The date-time on which the relationship between the two resources was established.,Property,True,,
dwc:relationshipOfResource,Relationship Of Resource,http://rs.tdwg.org/dwc/terms/relationshipOfResource,http://rs.tdwg.org/dwc/terms/version/relationshipOfResource-2023-06-28,2023-06-28,The relationship of the subject (identified by dwc:resourceID) to the object (identified by dwc:relatedResourceID).,Property,True,,
dwc:relationshipOfResourceID,Relationship Of Resource ID,http://rs.tdwg.org/dwc/terms/relationshipOfResourceID,http://rs.tdwg.org/dwc/terms/version/relationshipOfResourceID-2023-06-28,2023-06-28,An identifier for the relationship type (predicate) that connects the subject identified by dwc:resourceID to its object identified by dwc:relatedResourceID.,Property,True,,
dwc:relationshipRemarks,Relationship Remarks,http://rs.tdwg.org/dwc/terms/relationshipRemarks,http://rs.tdwg.org/dwc/terms/version/relationshipRemarks-2023-06-28,2023-06-28,Comments or notes about the relationship between the two resources.,Property,True,Type:,
dwc:reproductiveCondition,Reproductive Condition,http://rs.tdwg.org/dwc/terms/reproductiveCondition,http://rs.tdwg.org/dwc/terms/version/reproductiveCondition-2023-06-28,2023-06-28,The reproductive condition of the biological individual(s) represented in the dwc:Occurrence.,Property,True,,
dwc:resourceID,Resource ID,http://rs.tdwg.org/dwc/terms/resourceID,http://rs.tdwg.org/dwc/terms/version/resourceID-2018-09-06,2018-09-06,An identifier for the resource that is the subject of the relationship.,Property,True,,
dwc:resourceRelationshipID,Resource Relationship ID,http://rs.tdwg.org/dwc/terms/resourceRelationshipID,http://rs.tdwg.org/dwc/terms/version/resourceRelationshipID-2023-06-28,2023-06-28,"An identifier for an instance of relationship between one resource (the subject) and another (dwc:relatedResource, the object).",Property,True,,
dwc:sampleSizeUnit,Sample Size Unit,http://rs.tdwg.org/dwc/terms/sampleSizeUnit,http://rs.tdwg.org/dwc/terms/version/sampleSizeUnit-2023-06-28,2023-06-28,"The unit of measurement of the size (time duration, length, area, or volume) of a sample in a sampling dwc:Event.",Property,True,,
dwc:sampleSizeValue,Sample Size Value,http://rs.tdwg.org/dwc/terms/sampleSizeValue,http://rs.tdwg.org/dwc/terms/version/sampleSizeValue-2023-06-28,2023-06-28,"A numeric value for a measurement of the size (time duration, length, area, or volume) of a sample in a sampling dwc:Event.",Property,True,,
dwc:samplingEffort,Sampling Effort,http://rs.tdwg.org/dwc/terms/samplingEffort,http://rs.tdwg.org/dwc/terms/version/samplingEffort-2023-06-28,2023-06-28,The amount of effort expended during a dwc:Event.,Property,True,,
dwc:samplingProtocol,Sampling Protocol,http://rs.tdwg.org/dwc/terms/samplingProtocol,http://rs.tdwg.org/dwc/terms/version/samplingProtocol-2023-06-28,2023-06-28,"The names of, references to, or descriptions of the methods or protocols used during a dwc:Event.",Property,Type:,,http://rs.tdwg.org/dwc/dwcore/CollectingMethod
